"","x"
"2130","no"
"2131","no"
"2132","no"
"2133","no"
"2134","no"
"2135","no"
"2136","no"
"2137","no"
"2138","no"
"2139","no"
"2140","no"
"2141","no"
"2142","no"
"2143","no"
"2144","no"
"2145","no"
"2146","no"
"2147","no"
"2148","no"
"2149","no"
"2150","no"
"2151","no"
"2152","no"
"2153","no"
"2154","no"
"2155","no"
"2156","no"
"2157","no"
"2158","no"
"2159","no"
"2160","no"
"2161","no"
"2162","yes"
"2163","no"
"2164","no"
"2165","no"
"2166","no"
"2167","no"
"2168","no"
"2169","no"
"2170","no"
"2171","no"
"2172","no"
"2173","no"
"2174","no"
"2175","no"
"2176","no"
"2177","no"
"2178","no"
"2179","no"
"2180","no"
"2181","yes"
"2182","no"
"2183","no"
"2184","no"
"2185","no"
"2186","no"
"2187","no"
"2188","no"
"2189","no"
"2190","no"
"2191","no"
"2192","no"
"2193","no"
"2194","no"
"2195","no"
"2196","no"
"2197","yes"
"2198","no"
"2199","no"
"2200","no"
"2201","no"
"2202","yes"
"2203","no"
"2204","no"
"2205","no"
"2206","no"
"2207","no"
"2208","no"
"2209","no"
"2210","no"
"2211","no"
"2212","no"
"2213","no"
"2214","no"
"2215","no"
"2216","no"
"2217","no"
"2218","no"
"2219","no"
"2220","no"
"2221","yes"
"2222","yes"
"2223","no"
"2224","no"
"2225","no"
"2226","no"
"2227","no"
"2228","no"
"2229","no"
"2230","no"
"2231","no"
"2232","no"
"2233","no"
"2234","no"
"2235","no"
"2236","no"
"2237","no"
"2238","no"
"2239","no"
"2240","no"
"2241","no"
"2242","no"
"2243","no"
"2244","no"
"2245","no"
"2246","no"
"2247","no"
"2248","no"
"2249","no"
"2250","no"
"2251","no"
"2252","no"
"2253","no"
"2254","no"
"2255","no"
"2256","no"
"2257","no"
"2258","no"
"2259","no"
"2260","no"
"2261","no"
"2262","no"
"2263","no"
"2264","no"
"2265","no"
"2266","no"
"2267","no"
"2268","no"
"2269","yes"
"2270","no"
"2271","no"
"2272","no"
"2273","no"
"2274","no"
"2275","no"
"2276","no"
"2277","no"
"2278","no"
"2279","no"
"2280","no"
"2281","no"
"2282","no"
"2283","no"
"2284","no"
"2285","no"
"2286","no"
"2287","yes"
"2288","no"
"2289","no"
"2290","no"
"2291","no"
"2292","no"
"2293","no"
"2294","no"
"2295","no"
"2296","no"
"2297","no"
"2298","no"
"2299","no"
"2300","no"
"2301","no"
"2302","no"
"2303","no"
"2304","no"
"2305","no"
"2306","no"
"2307","no"
"2308","no"
"2309","yes"
"2310","no"
"2311","no"
"2312","yes"
"2313","no"
"2314","no"
"2315","no"
"2316","no"
"2317","no"
"2318","no"
"2319","no"
"2320","no"
"2321","no"
"2322","yes"
"2323","no"
"2324","no"
"2325","no"
"2326","no"
"2327","no"
"2328","no"
"2329","no"
"2330","no"
"2331","yes"
"2332","no"
"2333","no"
"2334","no"
"2335","no"
"2336","no"
"2337","no"
"2338","no"
"2339","no"
"2340","no"
"2341","no"
"2342","no"
"2343","no"
"2344","no"
"2345","no"
"2346","no"
"2347","no"
"2348","no"
"2349","no"
"2350","no"
"2351","no"
"2352","no"
"2353","yes"
"2354","no"
"2355","no"
"2356","no"
"2357","no"
"2358","no"
"2359","no"
"2360","no"
"2361","no"
"2362","no"
"2363","no"
"2364","no"
"2365","no"
"2366","no"
"2367","no"
"2368","no"
"2369","no"
"2370","no"
"2371","no"
"2372","no"
"2373","no"
"2374","no"
"2375","no"
"2376","no"
"2377","no"
"2378","no"
"2379","no"
"2380","no"
"2381","no"
"2382","no"
"2383","no"
"2384","no"
"2385","no"
"2386","no"
"2387","no"
"2388","no"
"2389","no"
"2390","no"
"2391","no"
"2392","no"
"2393","no"
"2394","no"
"2395","no"
"2396","no"
"2397","no"
"2398","no"
"2399","no"
"2400","no"
"2401","no"
"2402","yes"
"2403","no"
"2404","no"
"2405","yes"
"2406","no"
"2407","no"
"2408","no"
"2409","no"
"2410","no"
"2411","no"
"2412","no"
"2413","no"
"2414","no"
"2415","no"
"2416","no"
"2417","no"
"2418","no"
"2419","no"
"2420","no"
"2421","no"
"2422","no"
"2423","no"
"2424","no"
"2425","no"
"2426","no"
"2427","no"
"2428","no"
"2429","no"
"2430","no"
"2431","no"
"2432","no"
"2433","no"
"2434","no"
"2435","no"
"2436","no"
"2437","no"
"2438","no"
"2439","no"
"2440","no"
"2441","yes"
"2442","no"
"2443","no"
"2444","no"
"2445","no"
"2446","no"
"2447","no"
"2448","no"
"2449","no"
"2450","no"
"2451","no"
"2452","no"
"2453","no"
"2454","no"
"2455","no"
"2456","no"
"2457","no"
"2458","no"
"2459","no"
"2460","no"
"2461","no"
"2462","no"
"2463","no"
"2464","yes"
"2465","no"
"2466","no"
"2467","no"
"2468","no"
"2469","no"
"2470","no"
"2471","no"
"2472","no"
"2473","no"
"2474","no"
"2475","no"
"2476","no"
"2477","no"
"2478","no"
"2479","yes"
"2480","no"
"2481","no"
"2482","no"
"2483","no"
"2484","no"
"2485","no"
"2486","no"
"2487","no"
"2488","no"
"2489","no"
"2490","no"
"2491","no"
"2492","no"
"2493","no"
"2494","no"
"2495","no"
"2496","no"
"2497","no"
"2498","no"
"2499","no"
"2500","no"
"2501","no"
"2502","no"
"2503","no"
"2504","no"
"2505","no"
"2506","no"
"2507","no"
"2508","no"
"2509","no"
"2510","no"
"2511","no"
"2512","no"
"2513","no"
"2514","no"
"2515","no"
"2516","no"
"2517","no"
"2518","no"
"2519","no"
"2520","no"
"2521","no"
"2522","no"
"2523","no"
"2524","no"
"2525","no"
"2526","no"
"2527","no"
"2528","yes"
"2529","no"
"2530","no"
"2531","no"
"2532","no"
"2533","no"
"2534","no"
"2535","no"
"2536","no"
"2537","no"
"2538","no"
"2539","no"
"2540","no"
"2541","no"
"2542","no"
"2543","no"
"2544","no"
"2545","no"
"2546","no"
"2547","yes"
"2548","no"
"2549","no"
"2550","no"
"2551","no"
"2552","yes"
"2553","no"
"2554","no"
"2555","no"
"2556","no"
"2557","no"
"2558","no"
"2559","no"
"2560","no"
"2561","no"
"2562","no"
"2563","no"
"2564","no"
"2565","no"
"2566","no"
"2567","no"
"2568","no"
"2569","no"
"2570","no"
"2571","no"
"2572","no"
"2573","no"
"2574","no"
"2575","no"
"2576","no"
"2577","no"
"2578","yes"
"2579","no"
"2580","no"
"2581","yes"
"2582","no"
"2583","no"
"2584","no"
"2585","no"
"2586","no"
"2587","no"
"2588","no"
"2589","no"
"2590","no"
"2591","no"
"2592","no"
"2593","no"
"2594","no"
"2595","no"
"2596","no"
"2597","no"
"2598","yes"
"2599","no"
"2600","no"
"2601","no"
"2602","yes"
"2603","no"
"2604","no"
"2605","no"
"2606","yes"
"2607","no"
"2608","no"
"2609","yes"
"2610","no"
"2611","no"
"2612","no"
"2613","no"
"2614","no"
"2615","no"
"2616","no"
"2617","no"
"2618","no"
"2619","no"
"2620","no"
"2621","no"
"2622","no"
"2623","no"
"2624","no"
"2625","yes"
"2626","no"
"2627","no"
"2628","yes"
"2629","no"
"2630","no"
"2631","no"
"2632","no"
"2633","no"
"2634","no"
"2635","yes"
"2636","no"
"2637","no"
"2638","no"
"2639","no"
"2640","no"
"2641","no"
"2642","no"
"2643","no"
"2644","no"
"2645","yes"
"2646","no"
"2647","no"
"2648","no"
"2649","no"
"2650","no"
"2651","no"
"2652","no"
"2653","no"
"2654","no"
"2655","no"
"2656","no"
"2657","no"
"2658","no"
"2659","no"
"2660","no"
"2661","no"
"2662","no"
"2663","no"
"2664","no"
"2665","no"
"2666","no"
"2667","no"
"2668","no"
"2669","no"
"2670","no"
"2671","no"
"2672","no"
"2673","no"
"2674","no"
"2675","no"
"2676","no"
"2677","no"
"2678","no"
"2679","no"
"2680","no"
"2681","no"
"2682","no"
"2683","no"
"2684","no"
"2685","no"
"2686","no"
"2687","no"
"2688","no"
"2689","no"
"2690","no"
"2691","no"
"2692","no"
"2693","yes"
"2694","no"
"2695","no"
"2696","yes"
"2697","no"
"2698","no"
"2699","no"
"2700","no"
"2701","no"
"2702","no"
"2703","no"
"2704","no"
"2705","no"
"2706","no"
"2707","yes"
"2708","no"
"2709","no"
"2710","no"
"2711","no"
"2712","no"
"2713","no"
"2714","no"
"2715","no"
"2716","no"
"2717","no"
"2718","yes"
"2719","no"
"2720","no"
"2721","no"
"2722","no"
"2723","no"
"2724","no"
"2725","no"
"2726","no"
"2727","no"
"2728","no"
"2729","no"
"2730","yes"
"2731","no"
"2732","no"
"2733","no"
"2734","no"
"2735","no"
"2736","no"
"2737","no"
"2738","no"
"2739","no"
"2740","no"
"2741","no"
"2742","no"
"2743","no"
"2744","no"
"2745","no"
"2746","no"
"2747","no"
"2748","yes"
"2749","yes"
"2750","no"
"2751","no"
"2752","no"
"2753","no"
"2754","no"
"2755","no"
"2756","no"
"2757","no"
"2758","no"
"2759","yes"
"2760","no"
"2761","no"
"2762","no"
"2763","no"
"2764","no"
"2765","no"
"2766","no"
"2767","no"
"2768","no"
"2769","no"
"2770","no"
"2771","no"
"2772","no"
"2773","no"
"2774","no"
"2775","no"
"2776","no"
"2777","no"
"2778","no"
"2779","no"
"2780","no"
"2781","no"
"2782","no"
"2783","no"
"2784","no"
"2785","no"
"2786","no"
"2787","no"
"2788","no"
"2789","no"
"2790","no"
"2791","no"
"2792","no"
"2793","no"
"2794","no"
"2795","no"
"2796","no"
"2797","no"
"2798","no"
"2799","no"
"2800","no"
"2801","no"
"2802","no"
"2803","no"
"2804","yes"
"2805","no"
"2806","no"
"2807","no"
"2808","no"
"2809","no"
"2810","no"
"2811","no"
"2812","no"
"2813","no"
"2814","no"
"2815","no"
"2816","no"
"2817","no"
"2818","no"
"2819","no"
"2820","no"
"2821","no"
"2822","yes"
"2823","no"
"2824","no"
"2825","yes"
"2826","no"
"2827","no"
"2828","no"
"2829","no"
"2830","yes"
"2831","no"
"2832","no"
"2833","no"
"2834","no"
"2835","no"
"2836","no"
"2837","no"
"2838","yes"
"2839","no"
"2840","no"
"2841","no"
"2842","no"
"2843","no"
"2844","no"
"2845","no"
"2846","no"
"2847","no"
"2848","no"
"2849","no"
"2850","no"
"2851","no"
"2852","no"
"2853","no"
"2854","no"
"2855","no"
"2856","no"
"2857","no"
"2858","no"
"2859","no"
"2860","no"
"2861","no"
"2862","no"
"2863","no"
"2864","no"
"2865","no"
"2866","no"
"2867","yes"
"2868","yes"
"2869","no"
"2870","no"
"2871","no"
"2872","no"
"2873","no"
"2874","no"
"2875","no"
"2876","no"
"2877","no"
"2878","no"
"2879","no"
"2880","no"
"2881","no"
"2882","no"
"2883","no"
"2884","yes"
"2885","no"
"2886","no"
"2887","no"
"2888","no"
"2889","no"
"2890","no"
"2891","no"
"2892","no"
"2893","no"
"2894","no"
"2895","no"
"2896","no"
"2897","no"
"2898","no"
"2899","no"
"2900","no"
"2901","no"
"2902","no"
"2903","no"
"2904","no"
"2905","no"
"2906","no"
"2907","no"
"2908","no"
"2909","no"
"2910","no"
"2911","no"
"2912","no"
"2913","no"
"2914","no"
"2915","no"
"2916","no"
"2917","no"
"2918","no"
"2919","no"
"2920","no"
"2921","no"
"2922","no"
"2923","no"
"2924","no"
"2925","no"
"2926","no"
"2927","no"
"2928","no"
"2929","no"
"2930","no"
"2931","no"
"2932","no"
"2933","no"
"2934","no"
"2935","no"
"2936","no"
"2937","no"
"2938","no"
"2939","no"
"2940","yes"
"2941","no"
"2942","no"
"2943","yes"
"2944","no"
"2945","yes"
"2946","no"
"2947","no"
"2948","no"
"2949","no"
"2950","no"
"2951","no"
"2952","no"
"2953","no"
"2954","no"
"2955","no"
"2956","no"
"2957","no"
"2958","no"
"2959","no"
"2960","no"
"2961","no"
"2962","no"
"2963","no"
"2964","no"
"2965","no"
"2966","no"
"2967","yes"
"2968","no"
"2969","no"
"2970","no"
"2971","no"
"2972","no"
"2973","no"
"2974","yes"
"2975","no"
"2976","no"
"2977","no"
"2978","no"
"2979","no"
"2980","no"
"2981","no"
"2982","no"
"2983","no"
"2984","no"
"2985","no"
"2986","no"
"2987","no"
"2988","no"
"2989","no"
"2990","no"
"2991","no"
"2992","no"
"2993","no"
"2994","no"
"2995","no"
"2996","no"
"2997","no"
"2998","no"
"2999","no"
"3000","no"
"3001","no"
"3002","no"
"3003","no"
"3004","yes"
"3005","yes"
"3006","no"
"3007","no"
"3008","no"
"3009","no"
"3010","no"
"3011","no"
"3012","no"
"3013","no"
"3014","no"
"3015","no"
"3016","no"
"3017","no"
"3018","yes"
"3019","no"
"3020","yes"
"3021","no"
"3022","no"
"3023","no"
"3024","no"
"3025","no"
"3026","no"
"3027","no"
"3028","no"
"3029","no"
"3030","no"
"3031","no"
"3032","no"
"3033","no"
"3034","no"
"3035","no"
"3036","no"
"3037","no"
"3038","no"
"3039","yes"
"3040","no"
"3041","no"
"3042","no"
"3043","no"
"3044","no"
"3045","yes"
"3046","no"
"3047","yes"
"3048","no"
"3049","no"
"3050","no"
"3051","no"
"3052","no"
"3053","no"
"3054","no"
"3055","no"
"3056","no"
"3057","no"
"3058","no"
"3059","no"
"3060","no"
"3061","yes"
"3062","no"
"3063","no"
"3064","no"
"3065","no"
"3066","no"
"3067","no"
"3068","no"
"3069","yes"
"3070","no"
"3071","no"
"3072","no"
"3073","no"
"3074","no"
"3075","no"
"3076","yes"
"3077","no"
"3078","no"
"3079","no"
"3080","no"
"3081","no"
"3082","no"
"3083","no"
"3084","no"
"3085","no"
"3086","no"
"3087","no"
"3088","no"
"3089","no"
"3090","no"
"3091","no"
"3092","no"
"3093","no"
"3094","no"
"3095","no"
"3096","no"
"3097","no"
"3098","no"
"3099","no"
"3100","no"
"3101","no"
"3102","yes"
"3103","yes"
"3104","no"
"3105","no"
"3106","no"
"3107","no"
"3108","no"
"3109","no"
"3110","yes"
"3111","no"
"3112","no"
"3113","yes"
"3114","no"
"3115","no"
"3116","no"
"3117","no"
"3118","no"
"3119","no"
"3120","no"
"3121","no"
"3122","no"
"3123","no"
"3124","no"
"3125","no"
"3126","no"
"3127","no"
"3128","yes"
"3129","no"
"3130","no"
"3131","no"
"3132","no"
"3133","no"
"3134","no"
"3135","yes"
"3136","no"
"3137","no"
"3138","no"
"3139","no"
"3140","no"
"3141","no"
"3142","no"
"3143","no"
"3144","no"
"3145","yes"
"3146","no"
"3147","no"
"3148","no"
"3149","no"
"3150","no"
"3151","no"
"3152","no"
"3153","no"
"3154","no"
"3155","no"
"3156","no"
"3157","no"
"3158","no"
"3159","no"
"3160","no"
"3161","no"
"3162","no"
"3163","no"
"3164","no"
"3165","no"
"3166","no"
"3167","no"
"3168","no"
"3169","yes"
"3170","no"
"3171","no"
"3172","no"
"3173","no"
"3174","no"
"3175","no"
"3176","no"
"3177","no"
"3178","no"
"3179","no"
"3180","no"
"3181","no"
"3182","no"
"3183","no"
"3184","no"
"3185","no"
"3186","no"
"3187","no"
"3188","yes"
"3189","no"
"3190","no"
"3191","no"
"3192","no"
"3193","no"
"3194","no"
"3195","no"
"3196","no"
"3197","no"
"3198","no"
"3199","no"
"3200","no"
"3201","no"
"3202","no"
"3203","no"
"3204","no"
"3205","no"
"3206","no"
"3207","no"
"3208","no"
"3209","no"
"3210","no"
"3211","no"
"3212","no"
"3213","no"
"3214","no"
"3215","no"
"3216","no"
"3217","no"
"3218","no"
"3219","no"
"3220","no"
"3221","no"
"3222","no"
"3223","no"
"3224","no"
"3225","no"
"3226","no"
"3227","no"
"3228","no"
"3229","no"
"3230","no"
"3231","no"
"3232","no"
"3233","no"
"3234","no"
"3235","no"
"3236","no"
"3237","no"
"3238","no"
"3239","no"
"3240","no"
"3241","no"
"3242","no"
"3243","no"
"3244","no"
"3245","no"
"3246","no"
"3247","no"
"3248","no"
"3249","no"
"3250","no"
"3251","no"
"3252","no"
"3253","no"
"3254","no"
"3255","no"
"3256","yes"
"3257","no"
"3258","no"
"3259","no"
"3260","no"
"3261","no"
"3262","no"
"3263","no"
"3264","no"
"3265","no"
"3266","no"
"3267","no"
"3268","yes"
"3269","no"
"3270","no"
"3271","yes"
"3272","no"
"3273","no"
"3274","yes"
"3275","no"
"3276","no"
"3277","yes"
"3278","no"
"3279","no"
"3280","no"
"3281","no"
"3282","yes"
"3283","no"
"3284","no"
"3285","no"
"3286","no"
"3287","no"
"3288","no"
"3289","yes"
"3290","no"
"3291","yes"
"3292","no"
"3293","no"
"3294","no"
"3295","no"
"3296","no"
"3297","no"
"3298","no"
"3299","no"
"3300","no"
"3301","no"
"3302","no"
"3303","no"
"3304","no"
"3305","yes"
"3306","no"
"3307","no"
"3308","no"
"3309","no"
"3310","no"
"3311","no"
"3312","yes"
"3313","no"
"3314","no"
"3315","no"
"3316","no"
"3317","no"
"3318","no"
"3319","no"
"3320","no"
"3321","no"
"3322","no"
"3323","yes"
"3324","no"
"3325","no"
"3326","no"
"3327","no"
"3328","no"
"3329","yes"
"3330","no"
"3331","no"
"3332","no"
"3333","no"
"3334","no"
"3335","no"
"3336","yes"
"3337","no"
"3338","no"
"3339","no"
"3340","no"
"3341","yes"
"3342","no"
"3343","yes"
"3344","no"
"3345","yes"
"3346","no"
"3347","yes"
"3348","yes"
"3349","no"
"3350","no"
"3351","yes"
"3352","no"
"3353","no"
"3354","yes"
"3355","no"
"3356","no"
"3357","no"
"3358","no"
"3359","no"
"3360","no"
"3361","no"
"3362","yes"
"3363","no"
"3364","no"
"3365","no"
"3366","no"
"3367","no"
"3368","no"
"3369","no"
"3370","no"
"3371","no"
"3372","yes"
"3373","no"
"3374","no"
"3375","no"
"3376","no"
"3377","no"
"3378","no"
"3379","no"
"3380","yes"
"3381","no"
"3382","no"
"3383","no"
"3384","no"
"3385","yes"
"3386","no"
"3387","no"
"3388","no"
"3389","no"
"3390","no"
"3391","yes"
"3392","no"
"3393","no"
"3394","no"
"3395","no"
"3396","no"
"3397","yes"
"3398","no"
"3399","no"
"3400","no"
"3401","no"
"3402","no"
"3403","no"
"3404","no"
"3405","no"
"3406","no"
"3407","no"
"3408","no"
"3409","yes"
"3410","no"
"3411","no"
"3412","yes"
"3413","no"
"3414","no"
"3415","no"
"3416","no"
"3417","no"
"3418","no"
"3419","no"
"3420","no"
"3421","no"
"3422","no"
"3423","no"
"3424","no"
"3425","no"
"3426","no"
"3427","no"
"3428","no"
"3429","no"
"3430","no"
"3431","no"
"3432","no"
"3433","no"
"3434","yes"
"3435","no"
"3436","no"
"3437","no"
"3438","yes"
"3439","no"
"3440","yes"
"3441","no"
"3442","yes"
"3443","no"
"3444","no"
"3445","no"
"3446","no"
"3447","no"
"3448","no"
"3449","no"
"3450","yes"
"3451","no"
"3452","no"
"3453","no"
"3454","no"
"3455","no"
"3456","no"
"3457","no"
"3458","no"
"3459","no"
"3460","no"
"3461","no"
"3462","no"
"3463","no"
"3464","no"
"3465","no"
"3466","no"
"3467","yes"
"3468","no"
"3469","no"
"3470","no"
"3471","no"
"3472","no"
"3473","no"
"3474","no"
"3475","yes"
"3476","yes"
"3477","no"
"3478","no"
"3479","no"
"3480","no"
"3481","no"
"3482","no"
"3483","no"
"3484","no"
"3485","no"
"3486","no"
"3487","no"
"3488","no"
"3489","no"
"3490","no"
"3491","no"
"3492","no"
"3493","no"
"3494","no"
"3495","no"
"3496","no"
"3497","yes"
"3498","no"
"3499","no"
"3500","no"
"3501","no"
"3502","no"
"3503","no"
"3504","yes"
"3505","yes"
"3506","no"
"3507","no"
"3508","no"
"3509","no"
"3510","no"
"3511","no"
"3512","no"
"3513","no"
"3514","yes"
"3515","no"
"3516","no"
"3517","no"
"3518","no"
"3519","no"
"3520","no"
"3521","no"
"3522","no"
"3523","no"
"3524","no"
"3525","no"
"3526","no"
"3527","no"
"3528","no"
"3529","no"
"3530","yes"
"3531","no"
"3532","no"
"3533","no"
"3534","no"
"3535","no"
"3536","yes"
"3537","yes"
"3538","no"
"3539","no"
"3540","yes"
"3541","no"
"3542","no"
"3543","no"
"3544","no"
"3545","no"
"3546","no"
"3547","no"
"3548","no"
"3549","no"
"3550","no"
"3551","no"
"3552","no"
"3553","no"
"3554","no"
"3555","no"
"3556","no"
"3557","no"
"3558","no"
"3559","no"
"3560","no"
"3561","no"
"3562","no"
"3563","no"
"3564","no"
"3565","no"
"3566","no"
"3567","no"
"3568","no"
"3569","no"
"3570","yes"
"3571","no"
"3572","no"
"3573","no"
"3574","no"
"3575","no"
"3576","no"
"3577","no"
"3578","no"
"3579","no"
"3580","no"
"3581","no"
"3582","no"
"3583","no"
"3584","no"
"3585","no"
"3586","no"
"3587","no"
"3588","no"
"3589","no"
"3590","no"
"3591","no"
"3592","no"
"3593","no"
"3594","no"
"3595","no"
"3596","no"
"3597","no"
"3598","no"
"3599","no"
"3600","no"
"3601","no"
"3602","no"
"3603","no"
"3604","no"
"3605","no"
"3606","no"
"3607","no"
"3608","no"
"3609","no"
"3610","no"
"3611","no"
"3612","no"
"3613","no"
"3614","no"
"3615","no"
"3616","no"
"3617","no"
"3618","no"
"3619","no"
"3620","no"
"3621","no"
"3622","no"
"3623","no"
"3624","no"
"3625","no"
"3626","no"
"3627","no"
"3628","no"
"3629","no"
"3630","no"
"3631","no"
"3632","yes"
"3633","no"
"3634","no"
"3635","no"
"3636","no"
"3637","no"
"3638","no"
"3639","no"
"3640","no"
"3641","yes"
"3642","no"
"3643","no"
"3644","no"
"3645","no"
"3646","no"
"3647","no"
"3648","no"
"3649","no"
"3650","no"
"3651","no"
"3652","no"
"3653","no"
"3654","yes"
"3655","no"
"3656","yes"
"3657","no"
"3658","no"
"3659","no"
"3660","no"
"3661","no"
"3662","no"
"3663","no"
"3664","no"
"3665","no"
"3666","no"
"3667","no"
"3668","no"
"3669","no"
"3670","no"
"3671","no"
"3672","no"
"3673","no"
"3674","no"
"3675","no"
"3676","yes"
"3677","no"
"3678","no"
"3679","no"
"3680","no"
"3681","no"
"3682","no"
"3683","no"
"3684","no"
"3685","no"
"3686","no"
"3687","no"
"3688","no"
"3689","no"
"3690","no"
"3691","no"
"3692","no"
"3693","no"
"3694","no"
"3695","no"
"3696","no"
"3697","no"
"3698","no"
"3699","no"
"3700","no"
"3701","no"
"3702","no"
"3703","no"
"3704","no"
"3705","no"
"3706","no"
"3707","no"
"3708","no"
"3709","no"
"3710","no"
"3711","no"
"3712","no"
"3713","no"
"3714","no"
"3715","yes"
"3716","no"
"3717","no"
"3718","no"
"3719","no"
"3720","no"
"3721","no"
"3722","no"
"3723","yes"
"3724","no"
"3725","no"
"3726","no"
"3727","no"
"3728","no"
"3729","no"
"3730","no"
"3731","no"
"3732","no"
"3733","yes"
"3734","no"
"3735","no"
"3736","no"
"3737","no"
"3738","no"
"3739","no"
"3740","no"
"3741","yes"
"3742","no"
"3743","no"
"3744","no"
"3745","no"
"3746","no"
"3747","no"
"3748","no"
"3749","no"
"3750","no"
"3751","no"
"3752","no"
"3753","no"
"3754","no"
"3755","no"
"3756","no"
"3757","no"
"3758","yes"
"3759","no"
"3760","no"
"3761","no"
"3762","no"
"3763","yes"
"3764","yes"
"3765","no"
"3766","no"
"3767","no"
"3768","no"
"3769","no"
"3770","no"
"3771","no"
"3772","no"
"3773","no"
"3774","no"
"3775","no"
"3776","no"
"3777","no"
"3778","no"
"3779","no"
"3780","yes"
"3781","no"
"3782","yes"
"3783","no"
"3784","no"
"3785","no"
"3786","no"
"3787","no"
"3788","no"
"3789","no"
"3790","no"
"3791","no"
"3792","no"
"3793","no"
"3794","no"
"3795","no"
"3796","no"
"3797","no"
"3798","yes"
"3799","no"
"3800","no"
"3801","no"
"3802","no"
"3803","no"
"3804","no"
"3805","no"
"3806","no"
"3807","no"
"3808","no"
"3809","no"
"3810","no"
"3811","no"
"3812","no"
"3813","no"
"3814","no"
"3815","no"
"3816","no"
"3817","no"
"3818","no"
"3819","no"
"3820","no"
"3821","no"
"3822","no"
"3823","yes"
"3824","no"
"3825","no"
"3826","no"
"3827","no"
"3828","no"
"3829","no"
"3830","no"
"3831","no"
"3832","no"
"3833","no"
"3834","no"
"3835","no"
"3836","no"
"3837","no"
"3838","no"
"3839","no"
"3840","no"
"3841","no"
"3842","no"
"3843","no"
"3844","no"
"3845","yes"
"3846","no"
"3847","no"
"3848","yes"
"3849","no"
"3850","yes"
"3851","no"
"3852","no"
"3853","no"
"3854","no"
"3855","no"
"3856","no"
"3857","no"
"3858","no"
"3859","no"
"3860","no"
"3861","no"
"3862","no"
"3863","no"
"3864","no"
"3865","no"
"3866","no"
"3867","no"
"3868","no"
"3869","no"
"3870","no"
"3871","no"
"3872","no"
"3873","no"
"3874","no"
"3875","no"
"3876","no"
"3877","no"
"3878","no"
"3879","no"
"3880","no"
"3881","no"
"3882","no"
"3883","no"
"3884","no"
"3885","no"
"3886","no"
"3887","no"
"3888","no"
"3889","no"
"3890","no"
"3891","no"
"3892","no"
"3893","no"
"3894","no"
"3895","no"
"3896","no"
"3897","no"
"3898","no"
"3899","no"
"3900","no"
"3901","no"
"3902","no"
"3903","no"
"3904","no"
"3905","no"
"3906","no"
"3907","no"
"3908","no"
"3909","no"
"3910","no"
"3911","no"
"3912","no"
"3913","no"
"3914","no"
"3915","no"
"3916","no"
"3917","no"
"3918","no"
"3919","no"
"3920","no"
"3921","no"
"3922","no"
"3923","no"
"3924","no"
"3925","no"
"3926","yes"
"3927","no"
"3928","no"
"3929","no"
"3930","no"
"3931","no"
"3932","yes"
"3933","no"
"3934","no"
"3935","no"
"3936","no"
"3937","no"
"3938","no"
"3939","no"
"3940","yes"
"3941","yes"
"3942","no"
"3943","no"
"3944","no"
"3945","no"
"3946","no"
"3947","no"
"3948","no"
"3949","no"
"3950","no"
"3951","no"
"3952","no"
"3953","no"
"3954","no"
"3955","no"
"3956","no"
"3957","no"
"3958","no"
"3959","no"
"3960","no"
"3961","no"
"3962","no"
"3963","no"
"3964","no"
"3965","no"
"3966","no"
"3967","yes"
"3968","no"
"3969","no"
"3970","no"
"3971","no"
"3972","no"
"3973","no"
"3974","no"
"3975","no"
"3976","no"
"3977","no"
"3978","no"
"3979","no"
"3980","no"
"3981","no"
"3982","yes"
"3983","no"
"3984","no"
"3985","no"
"3986","no"
"3987","no"
"3988","no"
"3989","no"
"3990","no"
"3991","no"
"3992","no"
"3993","yes"
"3994","no"
"3995","no"
"3996","no"
"3997","no"
"3998","no"
"3999","no"
"4000","no"
"4001","no"
"4002","no"
"4003","no"
"4004","no"
"4005","no"
"4006","no"
"4007","no"
"4008","no"
"4009","no"
"4010","no"
"4011","no"
"4012","no"
"4013","no"
"4014","yes"
"4015","no"
"4016","no"
"4017","no"
"4018","no"
"4019","no"
"4020","no"
"4021","no"
"4022","no"
"4023","no"
"4024","no"
"4025","no"
"4026","no"
"4027","no"
"4028","no"
"4029","no"
"4030","no"
"4031","no"
"4032","no"
"4033","no"
"4034","no"
"4035","no"
"4036","no"
"4037","yes"
"4038","no"
"4039","no"
"4040","no"
"4041","yes"
"4042","no"
"4043","no"
"4044","no"
"4045","no"
"4046","no"
"4047","no"
"4048","no"
"4049","no"
"4050","no"
"4051","no"
"4052","no"
"4053","no"
"4054","no"
"4055","no"
"4056","no"
"4057","no"
"4058","no"
"4059","no"
"4060","no"
"4061","no"
"4062","no"
"4063","no"
"4064","no"
"4065","yes"
"4066","no"
"4067","no"
"4068","no"
"4069","no"
"4070","no"
"4071","no"
"4072","no"
"4073","no"
"4074","no"
"4075","no"
"4076","no"
"4077","no"
"4078","no"
"4079","no"
"4080","no"
"4081","no"
"4082","no"
"4083","no"
"4084","no"
"4085","no"
"4086","no"
"4087","no"
"4088","no"
"4089","no"
"4090","no"
"4091","yes"
"4092","no"
"4093","no"
"4094","no"
"4095","no"
"4096","yes"
"4097","no"
"4098","no"
"4099","no"
"4100","no"
"4101","no"
"4102","no"
"4103","no"
"4104","no"
"4105","no"
"4106","no"
"4107","no"
