Medicine_ID,Counterfeit_Weight,DistArea_ID,Active_Since,Medicine_MRP,Medicine_Type,SidEffect_Level,Availability_rating,Area_Type,Area_City_Type,Area_dist_level,Counterfeit_Sales
KLQ71,15.1,Area035,2002,101.2172,Cardiac,critical,0.027730322,DownTown,Tier 2,Small,2254.2128
AGR82,11.8,Area017,2005,155.1128,Mstablizers,critical,0.039520107,DownTown,Tier 2,Unknown,2270.192
TTV54,22.05,Area049,1997,189.0318,OralContraceptives,critical,0.096736551,DownTown,Tier 1,Medium,3541.2042
KXV82,NA,Area027,1983,274.0226,Tranquilizers,mild,0.072557164,CityLimits,Tier 3,Medium,6985.3876
MXK51,11.195,Area018,2007,128.1492,Cardiac,critical,0.041837829,Industrial,Tier 3,Medium,1619.0396
NZS82,NA,Area019,1983,99.3198,Cardiac,mild,0.126669629,MidTownResidential,Tier 1,Small,287.4396
EVI82,NA,Area019,1983,69.6536,OralContraceptives,mild,0.025865901,MidTownResidential,Tier 1,Small,235.5072
FCQ55,NA,Area019,1983,117.4622,Cardiac,critical,0.195236555,MidTownResidential,Tier 1,Small,324.7244
QPF16,12.4,Area013,1985,167.0604,Mstablizers,mild,0.189069023,DownTown,Tier 3,High,2014.5248
HPW53,11.4,Area035,2002,234.0088,Antibiotics,critical,0.066574075,DownTown,Tier 2,Small,2797.5056
HTO82,NA,Area019,1983,157.5418,Cardiac,critical,0.057063785,MidTownResidential,Tier 1,Small,407.2836
XNW82,15.3,Area018,2007,154.2812,OralContraceptives,critical,0.118573769,Industrial,Tier 3,Medium,1252.8496
NZA81,NA,Area027,1983,60.8008,Hreplacements,mild,0.043657949,CityLimits,Tier 3,Medium,1125.016
RME82,10.695,Area017,2005,150.2838,Antibiotics,critical,0.185042892,DownTown,Tier 2,Unknown,2079.7732
OIR82,NA,Area027,1983,266.4646,Hreplacements,mild,0.077052392,CityLimits,Tier 3,Medium,7585.2734
VYB31,NA,Area027,1983,152.5496,Cardiac,critical,0.047531702,CityLimits,Tier 3,Medium,2512.5432
UHT82,7.43,Area049,1997,120.3912,Antiseptics,mild,0.041365524,DownTown,Tier 1,Medium,1750.868
GVZ23,9.8,Area035,2002,61.4324,Cardiac,mild,0.110866209,DownTown,Tier 2,Small,1463.2424
EKB79,NA,Area027,1983,188.4344,OralContraceptives,critical,0.02701884,CityLimits,Tier 3,Medium,3860.1224
DRX83,10.4,Area046,1995,124.7518,Antiseptics,mild,0.013,DownTown,Tier 1,Small,1706.9252
HVG39,16.55,Area010,1996,95.6198,Hreplacements,mild,0.057539371,MidTownResidential,Tier 3,Unknown,374.6594
RMF83,14.8,Area013,1985,190.2976,Antibiotics,mild,0.013,DownTown,Tier 3,High,5002.6352
RDJ83,12.1,Area049,1997,82.638,Statins,mild,0.013,DownTown,Tier 1,Medium,918.618
JJD44,16.5,Area035,2002,105.6752,Analgesics,mild,0.063168354,DownTown,Tier 2,Small,1551.128
AJF83,20.65,Area017,2005,174.9868,Analgesics,critical,0.053154087,DownTown,Tier 2,Unknown,1259.5076
BCT83,NA,Area027,1983,84.538,Mstablizers,mild,0.022364957,CityLimits,Tier 3,Medium,1284.808
MTV83,12.8,Area013,1985,117.2254,Hreplacements,critical,0.050539164,DownTown,Tier 3,High,3151.7112
JVE40,11.1,Area017,2005,137.602,Antimalarial,mild,0.039992588,DownTown,Tier 2,Unknown,2390.036
JDG81,8.775,Area017,2005,166.7656,Antiseptics,mild,0.089156245,DownTown,Tier 2,Unknown,2121.0528
JXN83,11.1,Area018,2007,225.985,Hreplacements,mild,0.039192765,Industrial,Tier 3,Medium,762.155
BNO71,NA,Area027,1983,198.653,Antibiotics,critical,0.071542509,CityLimits,Tier 3,Medium,4477.319
QGU83,16.05,Area018,2007,125.6518,Hreplacements,mild,0.102686322,Industrial,Tier 3,Medium,1934.6288
OOY30,6.8,Area017,2005,110.3016,MuscleRelaxants,mild,0.060364617,DownTown,Tier 2,Unknown,821.4112
HST20,18.5,Area035,2002,169.9578,Antimalarial,mild,0.169269303,DownTown,Tier 2,Small,3161.6982
AUU56,20.5,Area046,1995,191.6318,Hreplacements,mild,0.048185588,DownTown,Tier 1,Small,1556.4544
VIC83,NA,Area019,1983,162.6998,Hreplacements,mild,0.260321039,MidTownResidential,Tier 1,Small,266.7998
YQO80,16.15,Area018,2007,166.063,Hreplacements,critical,0.022979271,Industrial,Tier 3,Medium,3242.26
JRE61,8.865,Area018,2007,68.693,Tranquilizers,mild,0.067863459,Industrial,Tier 3,Medium,622.337
TWM83,19.55,Area017,2005,134.1046,Hreplacements,mild,0.088620262,DownTown,Tier 2,Unknown,3599.1288
ZXN29,10.9,Area018,2007,115.099,Antacids,critical,0.03536923,Industrial,Tier 3,Medium,1454.587
TRX84,9.155,Area035,2002,228.7482,Antipyretics,critical,0.086906461,DownTown,Tier 2,Small,4932.0604
FPV84,11.4,Area017,2005,62.5008,Cardiac,mild,0.045283676,DownTown,Tier 2,Unknown,872.012
NEH32,11.695,Area035,2002,68.322,Hreplacements,mild,0.12507602,DownTown,Tier 2,Small,772.142
EHR84,17.55,Area017,2005,105.241,Antipyretics,mild,0.100668236,DownTown,Tier 2,Unknown,1850.738
DSY84,18.9,Area046,1995,125.9176,Hreplacements,mild,0.062067877,DownTown,Tier 1,Small,2632.3872
QVX70,16.8,Area045,2000,111.1332,Antibiotics,critical,0.039355345,DownTown,Tier 2,Unknown,1650.998
BDY84,8.89,Area018,2007,183.108,Antibiotics,critical,0.158631695,Industrial,Tier 3,Medium,2363.404
CUY60,NA,Area027,1983,177.5816,Hreplacements,mild,0.042793955,CityLimits,Tier 3,Medium,5817.5744
VZP56,12.4,Area049,1997,129.9124,Antiseptics,mild,0.046160417,DownTown,Tier 1,Medium,2364.7356
UET42,NA,Area027,1983,141.7284,Antibiotics,mild,0.048574413,CityLimits,Tier 3,Medium,5517.9644
TTV84,17.4,Area046,1995,137.7362,OralContraceptives,critical,0.060801883,DownTown,Tier 1,Small,2378.0516
AEX84,6.455,Area046,1995,256.3776,OralContraceptives,mild,0.096198341,DownTown,Tier 1,Small,1103.7104
PAO84,NA,Area019,1983,121.886,Antiviral,mild,0.072281315,MidTownResidential,Tier 1,Small,452.558
DOS34,NA,Area019,1983,183.3738,Analgesics,mild,0.184417316,MidTownResidential,Tier 1,Small,460.5476
EVI82,7.665,Area046,1995,73.1536,OralContraceptives,mild,0.020348286,DownTown,Tier 1,Small,909.2968
WDW84,12.95,Area035,2002,162.9024,Mstablizers,mild,0.013,DownTown,Tier 2,Small,416.6048
OWV84,19.55,Area035,2002,164.763,Antipyretics,critical,0.183795745,DownTown,Tier 2,Small,2303.482
IZD85,13.1,Area049,1997,112.5674,Antimalarial,critical,0.038966531,DownTown,Tier 1,Medium,2557.8176
KQB34,19.5,Area046,1995,47.919,Antibiotics,mild,0.174489509,DownTown,Tier 1,Small,479.19
VQU85,14.95,Area013,1985,91.4302,Hreplacements,critical,0.038899245,DownTown,Tier 3,High,905.302
OIU85,9.665,Area049,1997,201.6188,Antibiotics,critical,0.052906377,DownTown,Tier 1,Medium,1826.7692
IWK67,NA,Area019,1983,175.5526,Analgesics,mild,0.085864869,MidTownResidential,Tier 1,Small,935.263
YSI44,22,Area049,1997,110.1042,Mstablizers,critical,0.092419755,DownTown,Tier 1,Medium,1601.063
FOD85,19.05,Area046,1995,190.666,MuscleRelaxants,mild,0.04350705,DownTown,Tier 1,Small,2449.958
ZUE85,19.3,Area018,2007,167.6972,Cardiac,mild,0.086490977,Industrial,Tier 3,Medium,891.986
VFH85,10.995,Area017,2005,188.0344,Statins,mild,0.083843019,DownTown,Tier 2,Unknown,1718.9096
ZQK44,7.72,Area018,2007,188.6002,Antipyretics,mild,0.066688479,Industrial,Tier 3,Medium,2441.3026
RKU85,11.9,Area045,2000,244.2642,Antipyretics,mild,0.069911107,DownTown,Tier 2,Unknown,3830.8272
IZR59,6.33,Area010,1996,132.3756,Antiseptics,mild,0.027472516,MidTownResidential,Tier 3,Unknown,234.1756
OSG85,9.125,Area045,2000,167.2288,OralContraceptives,critical,0.163319469,DownTown,Tier 2,Unknown,1684.288
NCN85,NA,Area027,1983,122.4518,Hreplacements,critical,0.045750291,CityLimits,Tier 3,Medium,5464.0346
IYX45,19,Area049,1997,60.5034,Antibiotics,critical,0.029622448,DownTown,Tier 1,Medium,1279.4816
GZY85,9.535,Area049,1997,192.595,Tranquilizers,mild,0.027482153,DownTown,Tier 1,Medium,3774.9
ROJ11,12.9,Area045,2000,151.9154,Analgesics,mild,0.013,DownTown,Tier 2,Unknown,3942.0158
HTO82,18.5,Area049,1997,159.4418,Cardiac,critical,0.038205909,DownTown,Tier 1,Medium,1290.1344
LCT65,12.3,Area045,2000,49.248,Tranquilizers,mild,0.050971697,DownTown,Tier 2,Unknown,632.324
OPP86,20.9,Area013,1985,173.9526,Hreplacements,mild,0.052544237,DownTown,Tier 3,High,1264.1682
MSJ80,9.32,Area049,1997,162.9998,Hreplacements,mild,0.124613921,DownTown,Tier 1,Medium,3496.5956
ORS21,6.665,Area045,2000,183.0764,Antiviral,critical,0.153524691,DownTown,Tier 2,Unknown,2346.0932
COQ16,12.65,Area045,2000,112.2016,Hreplacements,critical,0.058073782,DownTown,Tier 2,Unknown,2744.2416
USP86,NA,Area019,1983,93.1592,Analgesics,mild,0.056168763,MidTownResidential,Tier 1,Small,278.1184
LNA17,17.65,Area046,1995,61.5324,Antibiotics,mild,0.033547951,DownTown,Tier 1,Small,684.2564
YQV21,18.55,Area049,1997,263.7724,Antiseptics,mild,0.126694957,DownTown,Tier 1,Medium,6153.1376
OVU58,15.1,Area035,2002,67.793,Antipyretics,mild,0.110043739,DownTown,Tier 2,Small,1471.232
BGA86,9.785,Area035,2002,114.799,Tranquilizers,mild,0.071121214,DownTown,Tier 2,Small,1351.388
YFI46,13.1,Area013,1985,42.6558,Hreplacements,critical,0.08965661,DownTown,Tier 3,High,282.779
PYU86,16.65,Area049,1997,133.173,Antiseptics,mild,0.048204319,DownTown,Tier 1,Medium,2945.979
DEE35,11.3,Area045,2000,155.9102,Tranquilizers,mild,0.102333332,DownTown,Tier 2,Unknown,2737.5836
ELK66,20.5,Area017,2005,163.6314,Cardiac,critical,0.013,DownTown,Tier 2,Unknown,3370.7594
BNA31,19.9,Area017,2005,105.5436,Tranquilizers,mild,0.093956792,DownTown,Tier 2,Unknown,1909.3284
XRY13,19.8,Area013,1985,141.2284,MuscleRelaxants,mild,0.04691645,DownTown,Tier 3,High,1826.7692
BGH11,21.55,Area035,2002,104.612,Cardiac,critical,0.115704495,DownTown,Tier 2,Small,3095.784
JUQ38,13.65,Area035,2002,129.5124,Antiseptics,mild,0.176910938,DownTown,Tier 2,Small,1416.6364
SBW86,15.8,Area046,1995,182.5448,Antibiotics,critical,0.071827383,DownTown,Tier 1,Small,3010.5616
YOJ46,16.1,Area013,1985,88.667,Analgesics,mild,0.057840933,DownTown,Tier 3,High,1031.804
XRI86,15.3,Area018,2007,154.2786,Antipyretics,critical,0.042843736,Industrial,Tier 3,Medium,979.8716
GUK86,12.1,Area017,2005,160.7024,Analgesics,mild,0.074446997,DownTown,Tier 2,Unknown,2997.2456
DRH86,15.95,Area013,1985,64.1614,MuscleRelaxants,mild,0.024180713,DownTown,Tier 3,High,334.0456
QXV86,NA,Area027,1983,158.0418,Hreplacements,mild,0.051822077,CityLimits,Tier 3,Medium,1731.5598
VSR86,7.95,Area045,2000,159.6734,Cardiac,mild,0.066397989,DownTown,Tier 2,Unknown,409.9468
QSY87,7.89,Area010,1996,131.7098,Antiseptics,mild,0.056828293,MidTownResidential,Tier 3,Unknown,354.0196
KFT87,NA,Area019,1983,112.7016,Antibiotics,critical,0.227139786,MidTownResidential,Tier 1,Small,315.4032
WJU16,10.695,Area035,2002,53.2112,Analgesics,critical,0.122075742,DownTown,Tier 2,Small,539.112
DZI47,21.05,Area046,1995,198.5872,Antibiotics,mild,0.025448294,DownTown,Tier 1,Small,2760.2208
QBL45,8.86,Area018,2007,164.763,OralContraceptives,mild,0.077030636,Industrial,Tier 3,Medium,2616.408
WTA87,21.55,Area013,1985,245.1616,Antiseptics,mild,0.16081046,DownTown,Tier 3,High,2925.3392
UKE70,21.9,Area045,2000,86.6696,Antiseptics,mild,0.084136948,DownTown,Tier 2,Unknown,485.848
IOW64,7.875,Area045,2000,155.7444,Antacids,critical,0.08866089,DownTown,Tier 2,Unknown,2725.5992
NRV87,21,Area045,2000,264.4014,Cardiac,critical,0.17402755,DownTown,Tier 2,Unknown,4958.0266
QUR48,14.8,Area010,1996,91.396,Hreplacements,critical,0.042893094,MidTownResidential,Tier 3,Unknown,272.792
XEX60,7.58,Area045,2000,96.1198,Analgesics,mild,0.040761289,DownTown,Tier 2,Unknown,985.198
SVI87,19.55,Area035,2002,170.5894,Antibiotics,mild,0.025272797,DownTown,Tier 2,Small,3348.788
VUP73,10.6,Area035,2002,117.0964,Hreplacements,mild,0.187317307,DownTown,Tier 2,Small,954.5712
DXX87,17.9,Area035,2002,180.9422,Statins,mild,0.148707553,DownTown,Tier 2,Small,1492.5376
LDO15,17.65,Area045,2000,209.2426,Antibiotics,mild,0.081219025,DownTown,Tier 2,Unknown,3672.3668
XBP87,11.3,Area045,2000,261.975,Antiseptics,mild,0.034468792,DownTown,Tier 2,Unknown,4357.475
ZUU67,NA,Area027,1983,123.5518,Antipyretics,critical,0.176882129,CityLimits,Tier 3,Medium,3528.554
VXA87,8.835,Area017,2005,128.644,Analgesics,mild,0.095250143,DownTown,Tier 2,Unknown,3228.944
VLR87,6.22,Area049,1997,206.8084,Mstablizers,mild,0.059026479,DownTown,Tier 1,Medium,3882.7596
DKR87,7.685,Area046,1995,119.2596,Statins,mild,0.013,DownTown,Tier 1,Small,1299.4556
DXJ52,19.8,Area049,1997,128.6124,Hreplacements,mild,0.065149675,DownTown,Tier 1,Medium,1653.6612
ROJ11,12.9,Area013,1985,152.6154,Analgesics,mild,0.053911824,DownTown,Tier 3,High,2665.6772
JQW88,18.65,Area017,2005,112.3016,Mstablizers,mild,0.069235142,DownTown,Tier 2,Unknown,1732.2256
WII66,18,Area045,2000,71.2562,Hreplacements,critical,0.075170334,DownTown,Tier 2,Unknown,942.5868
CFL52,12.195,Area013,1985,158.0102,OralContraceptives,critical,0.045427039,DownTown,Tier 3,High,1279.4816
VQT88,19.65,Area045,2000,101.7462,Antibiotics,mild,0.112309997,DownTown,Tier 2,Unknown,1778.8316
YTL30,20.05,Area017,2005,203.9504,Hreplacements,mild,0.06610896,DownTown,Tier 2,Unknown,2989.256
XVT88,10.6,Area018,2007,256.4802,Antiseptics,mild,0.057843161,Industrial,Tier 3,Medium,2815.4822
IAR88,NA,Area019,1983,199.7872,Analgesics,mild,0.177966345,MidTownResidential,Tier 1,Small,302.0872
MLD88,9.56,Area035,2002,135.173,Analgesics,critical,0.045435437,DownTown,Tier 2,Small,3069.152
ORW88,14.1,Area046,1995,270.6252,Antifungal,mild,0.08261884,DownTown,Tier 1,Small,8245.0812
YUE24,18.05,Area018,2007,268.6988,Antibiotics,mild,0.09465147,Industrial,Tier 3,Medium,1654.9928
OJL17,NA,Area027,1983,142.131,Tranquilizers,mild,0.041723187,CityLimits,Tier 3,Medium,3748.268
PNU88,12.195,Area045,2000,265.9672,Tranquilizers,mild,0.033994339,DownTown,Tier 2,Unknown,4459.3424
TTM88,18.15,Area049,1997,104.012,Cardiac,critical,0.039561057,DownTown,Tier 1,Medium,579.06
XSM88,21.3,Area010,1996,179.9132,Mstablizers,critical,0.113262068,MidTownResidential,Tier 3,Unknown,282.1132
JNE88,17.3,Area013,1985,235.3404,Antipyretics,mild,0.070012606,DownTown,Tier 3,High,5964.0504
GSN53,17.3,Area049,1997,151.5496,Hreplacements,mild,0.054009558,DownTown,Tier 1,Medium,2794.8424
DDK20,10.23,Area017,2005,162.534,Antipyretics,mild,0.041578012,DownTown,Tier 2,Unknown,3941.35
ZXN29,10.9,Area049,1997,111.999,Antacids,critical,0.013,DownTown,Tier 1,Medium,2486.577
WKS47,NA,Area027,1983,50.0138,Antipyretics,mild,0.058088724,CityLimits,Tier 3,Medium,1209.5726
AHF89,NA,Area027,1983,107.2384,Tranquilizers,mild,0.031757586,CityLimits,Tier 3,Medium,2280.8448
UIA89,11.1,Area045,2000,96.1908,Antacids,critical,0.069500895,DownTown,Tier 2,Unknown,1958.5976
VKP89,10.9,Area018,2007,196.9214,Tranquilizers,mild,0.037576875,Industrial,Tier 3,Medium,1997.214
ARR74,NA,Area019,1983,156.7076,Hreplacements,mild,0.201038372,MidTownResidential,Tier 1,Small,260.8076
IKA89,9.245,Area045,2000,171.721,Hreplacements,mild,0.028908485,DownTown,Tier 2,Unknown,3538.541
JDG81,8.775,Area049,1997,166.3656,Antiseptics,mild,0.088845634,DownTown,Tier 1,Medium,1966.5872
PIG89,16.15,Area018,2007,180.0474,Antibiotics,mild,0.111803088,Industrial,Tier 3,Medium,786.7896
DXX87,17.9,Area010,1996,184.2422,Statins,mild,0.240189581,MidTownResidential,Tier 3,Unknown,285.4422
RPO17,11.8,Area049,1997,49.5164,Antibiotics,mild,0.054459804,DownTown,Tier 1,Medium,653.6296
NCN85,9.93,Area013,1985,123.8518,Hreplacements,critical,0.045882271,DownTown,Tier 3,High,2845.4432
KTH72,22.3,Area017,2005,204.1478,Hreplacements,mild,0.062583899,DownTown,Tier 2,Unknown,1275.4868
NMJ18,16.8,Area035,2002,93.0934,Mstablizers,critical,0.03836567,DownTown,Tier 2,Small,1341.401
IBE74,16,Area046,1995,58.5034,Antibiotics,mild,0.08529836,DownTown,Tier 1,Small,987.8612
AXH89,14.45,Area017,2005,168.192,Antibiotics,mild,0.035924552,DownTown,Tier 2,Unknown,2030.504
FWW89,19,Area013,1985,92.9276,Antibiotics,critical,0.053897932,DownTown,Tier 3,High,844.0484
MGN14,NA,Area019,1983,208.8426,OralContraceptives,critical,0.140660257,MidTownResidential,Tier 1,Small,903.9704
INK89,10.51,Area046,1995,133.4414,Antibiotics,mild,0.021764786,DownTown,Tier 1,Small,4377.449
DVB70,13.4,Area017,2005,176.3526,Antipyretics,mild,0.024604894,DownTown,Tier 2,Unknown,1593.0734
NTP61,10.61,Area017,2005,74.851,OralContraceptives,mild,0.051169783,DownTown,Tier 2,Unknown,1694.275
APE89,16.15,Area035,2002,198.5214,Cardiac,mild,0.031568129,DownTown,Tier 2,Small,3127.7424
WEA21,NA,Area027,1983,234.0062,Antibiotics,critical,0.075109174,CityLimits,Tier 3,Medium,5078.5364
ZJZ12,8.22,Area017,2005,74.5852,Antipyretics,mild,0.051671588,DownTown,Tier 2,Unknown,551.0964
RSY89,14.95,Area013,1985,65.893,Tranquilizers,mild,0.090169841,DownTown,Tier 3,High,395.965
GSN53,17.3,Area045,2000,152.9496,Hreplacements,mild,0.054028937,DownTown,Tier 2,Unknown,1947.9448
RUT58,17.65,Area049,1997,115.928,MuscleRelaxants,mild,0.026387211,DownTown,Tier 1,Medium,1178.28
OTC46,NA,Area027,1983,104.0094,Tranquilizers,mild,0.030936715,CityLimits,Tier 3,Medium,4302.2136
JTL20,6.18,Area010,1996,62.5298,Mstablizers,critical,0.236440258,MidTownResidential,Tier 3,Unknown,274.7894
LZC90,8.265,Area045,2000,169.9604,Antiseptics,mild,0.013,DownTown,Tier 2,Unknown,3440.6684
QGV13,17.3,Area049,1997,235.9404,Antifungal,mild,0.073942632,DownTown,Tier 1,Medium,3038.5252
AJM90,20.15,Area035,2002,268.133,Cardiac,mild,0.055641788,DownTown,Tier 2,Small,5495.993
CYP90,22,Area035,2002,166.8288,Mstablizers,mild,0.034427082,DownTown,Tier 2,Small,1684.288
YOV13,10.6,Area013,1985,98.8172,Antibiotics,mild,0.055930789,DownTown,Tier 3,High,1540.4752
YQV90,10.995,Area017,2005,254.9144,OralContraceptives,critical,0.060697859,DownTown,Tier 2,Unknown,2808.1584
XHQ90,18.55,Area017,2005,49.6822,OralContraceptives,mild,0.12064721,DownTown,Tier 2,Unknown,427.2576
OPP86,20.9,Area046,1995,176.4526,Hreplacements,mild,0.052577173,DownTown,Tier 1,Small,3073.1468
OOL46,15.6,Area046,1995,86.2328,Mstablizers,mild,0.143415118,DownTown,Tier 1,Small,1271.492
QXX90,13.9,Area045,2000,185.5054,Antiseptics,mild,0.095921642,DownTown,Tier 2,Unknown,3615.108
WVJ47,14.4,Area013,1985,177.5158,Antipyretics,mild,0.088515154,DownTown,Tier 3,High,3121.0844
JVE40,NA,Area019,1983,136.102,Antimalarial,mild,0.059994717,MidTownResidential,Tier 1,Small,366.004
HOK90,19.15,Area018,2007,134.1388,Antibiotics,critical,0.05979836,Industrial,Tier 3,Medium,979.8716
TEP90,10.205,Area046,1995,69.1878,OralContraceptives,mild,0.156129124,DownTown,Tier 1,Small,1264.1682
XRY13,19.8,Area045,2000,143.5284,MuscleRelaxants,mild,0.047013539,DownTown,Tier 2,Unknown,2881.3964
HSZ90,21.55,Area013,1985,251.0538,Mstablizers,critical,0.035921735,DownTown,Tier 3,High,3477.9532
FCG79,11.6,Area049,1997,123.0176,Antibiotics,critical,0.043616757,DownTown,Tier 1,Medium,456.5528
RID69,19.15,Area013,1985,161.805,OralContraceptives,mild,0.07875528,DownTown,Tier 3,High,2659.685
SKA90,8.51,Area049,1997,110.8332,Hreplacements,critical,0.157856342,DownTown,Tier 1,Medium,1240.8652
ALQ91,17.4,Area010,1996,45.2558,OralContraceptives,critical,0.280352587,MidTownResidential,Tier 3,Unknown,180.9116
WDW84,NA,Area027,1983,161.1024,Mstablizers,mild,0.143867413,CityLimits,Tier 3,Medium,4515.2696
DJC91,NA,Area027,1983,100.0488,Cardiac,mild,0.136449671,CityLimits,Tier 3,Medium,2014.5248
PKY91,18.65,Area035,2002,84.8038,OralContraceptives,mild,0.027689006,DownTown,Tier 2,Small,852.038
ZIV91,11.3,Area018,2007,139.9994,Hreplacements,critical,0.050918142,Industrial,Tier 3,Medium,1526.4934
VKQ91,19.9,Area049,1997,195.3898,Hreplacements,mild,0.060964395,DownTown,Tier 1,Medium,3106.4368
YEY91,18.05,Area049,1997,165.563,Hreplacements,mild,0.118018817,DownTown,Tier 1,Medium,1834.093
JSD91,19.05,Area035,2002,171.0262,Antibiotics,mild,0.027577412,DownTown,Tier 2,Small,2977.2716
FOS91,10.3,Area010,1996,179.7816,Hreplacements,mild,0.156870574,MidTownResidential,Tier 3,Unknown,616.3448
ZQK44,7.72,Area049,1997,188.9002,Antipyretics,mild,0.066553794,DownTown,Tier 1,Medium,3695.004
PDQ67,18.05,Area045,2000,47.9532,Tranquilizers,mild,0.088889215,DownTown,Tier 2,Unknown,688.2512
HQH91,8.69,Area046,1995,153.047,MuscleRelaxants,mild,0.133280989,DownTown,Tier 1,Small,3262.234
OKF75,20.5,Area046,1995,253.3196,MuscleRelaxants,mild,0.195653772,DownTown,Tier 1,Small,3487.2744
BDC33,NA,Area019,1983,105.1436,Antacids,mild,0.26937539,MidTownResidential,Tier 1,Small,680.2616
FWK70,6.76,Area035,2002,154.5786,Antibiotics,critical,0.120036943,DownTown,Tier 2,Small,401.9572
NCN78,18.8,Area013,1985,268.6304,OralContraceptives,mild,0.013,DownTown,Tier 3,High,3471.2952
WCQ91,13.6,Area013,1985,186.4396,Antibiotics,critical,0.119238768,DownTown,Tier 3,High,3776.2316
HNW92,18.3,Area045,2000,230.8114,Antipyretics,mild,0.068545797,DownTown,Tier 2,Unknown,5434.0736
PHE51,NA,Area027,1983,204.8794,Tranquilizers,mild,0.032386057,CityLimits,Tier 3,Medium,3624.4292
NZS82,21,Area046,1995,98.4198,Cardiac,mild,0.077921764,DownTown,Tier 1,Small,1857.396
KQH57,20.9,Area017,2005,265.2698,Antiseptics,mild,0.107694278,DownTown,Tier 2,Unknown,2649.698
IND15,15.8,Area018,2007,172.721,MuscleRelaxants,mild,0.032554705,Industrial,Tier 3,Medium,2070.452
LLH65,20.65,Area013,1985,182.7738,Antimalarial,mild,0.046060937,DownTown,Tier 3,High,2024.5118
JBP32,10.495,Area049,1997,117.0596,Antimalarial,critical,0.091181964,DownTown,Tier 1,Medium,4211.6648
OZE92,17.55,Area018,2007,100.5804,Cardiac,mild,0.013,Industrial,Tier 3,Medium,1766.8472
BKR48,22,Area018,2007,133.8388,Antibiotics,critical,0.113583009,Industrial,Tier 3,Medium,2094.4208
MRS69,21.3,Area010,1996,48.619,MuscleRelaxants,mild,0.149124989,MidTownResidential,Tier 3,Unknown,259.476
YEC92,NA,Area027,1983,132.4098,Antibiotics,critical,0.034353642,CityLimits,Tier 3,Medium,3487.2744
KXA92,13.1,Area046,1995,210.1084,Analgesics,mild,0.128167579,DownTown,Tier 1,Small,2493.9008
JWP65,13.1,Area045,2000,194.5924,Analgesics,mild,0.126559058,DownTown,Tier 2,Unknown,1963.924
MGD92,20.4,Area045,2000,222.4586,Antibiotics,mild,0.051641968,DownTown,Tier 2,Unknown,6022.6408
EHP38,16.8,Area045,2000,155.9418,Hreplacements,critical,0.170246634,DownTown,Tier 2,Unknown,2320.127
IKQ41,10.8,Area046,1995,195.6608,Hreplacements,critical,0.023917052,DownTown,Tier 1,Small,2134.3688
AHD74,14.15,Area035,2002,182.3422,Hreplacements,mild,0.046172957,DownTown,Tier 2,Small,5458.7082
EWF75,12.95,Area035,2002,181.4422,Mstablizers,critical,0.071719726,DownTown,Tier 2,Small,3044.5174
CJZ63,16.9,Area018,2007,122.1544,Mstablizers,mild,0.013,Industrial,Tier 3,Medium,1567.1072
LSK61,20.15,Area013,1985,178.7132,Cardiac,mild,0.154524348,DownTown,Tier 3,High,2987.9244
JGK92,8.165,Area049,1997,254.7486,OralContraceptives,critical,0.048895934,DownTown,Tier 1,Medium,6466.0636
NIC11,12.95,Area049,1997,237.6694,Hreplacements,mild,0.052980644,DownTown,Tier 1,Medium,4680.388
HSB92,NA,Area019,1983,133.773,Tranquilizers,mild,0.013,MidTownResidential,Tier 1,Small,482.519
DYS92,21.8,Area010,1996,101.183,Antibiotics,mild,0.013,MidTownResidential,Tier 3,Unknown,202.883
TXM50,21.65,Area046,1995,127.1466,Hreplacements,mild,0.067056927,DownTown,Tier 1,Small,2469.932
EUI92,12.195,Area049,1997,132.173,Antipyretics,critical,0.022636821,DownTown,Tier 1,Medium,2576.46
FCY92,8.6,Area049,1997,157.5076,OralContraceptives,mild,0.099266286,DownTown,Tier 1,Medium,2034.4988
VZP56,12.4,Area013,1985,126.8124,Antiseptics,mild,0.046081389,DownTown,Tier 3,High,1179.6116
DZC65,8.36,Area045,2000,70.5904,Antifungal,critical,0.056989429,DownTown,Tier 2,Unknown,757.4944
JEF58,11.1,Area035,2002,109.7016,Mstablizers,mild,0.060178116,DownTown,Tier 2,Small,2541.8384
DFT93,10.8,Area045,2000,262.2724,Hreplacements,mild,0.087496043,DownTown,Tier 2,Unknown,2629.724
PZS93,18.9,Area013,1985,107.641,Hreplacements,critical,0.052189221,DownTown,Tier 3,High,1078.41
KXA92,13.1,Area017,2005,208.6084,Analgesics,mild,0.128819014,DownTown,Tier 2,Unknown,4676.3932
DAM28,10.995,Area017,2005,237.2404,Mstablizers,critical,0.142008866,DownTown,Tier 2,Unknown,2813.4848
TVS63,17.8,Area018,2007,154.2128,Hreplacements,critical,0.173371305,Industrial,Tier 3,Medium,1694.9408
NDL93,NA,Area027,1983,237.0694,Antibiotics,critical,0.098392428,CityLimits,Tier 3,Medium,6278.9738
RLY93,10.3,Area046,1995,45.219,Analgesics,mild,0.051925251,DownTown,Tier 1,Small,589.047
ZGG52,13.9,Area046,1995,134.8072,Antibiotics,critical,0.054557653,DownTown,Tier 1,Small,2563.144
VTP18,NA,Area019,1983,126.2834,Statins,mild,0.073237465,MidTownResidential,Tier 1,Small,458.5502
